input,output
I want the exhaust in the kitchen on.,"{""kitchen"": {""exhaust"": ""on""}}"
I want to I want the lights in the dining_room off. & turn off the lights in the study_room & Could you set the lights in the living_room to dim?,"{""dining_room"": {""lights"": ""off""}, ""living_room"": {""lights"": ""dim""}, ""study_room"": {""lights"": ""off""}}"
Activate wake up mode.,"{""bathroom"": {""geyser"": ""on"", ""lights"": ""on""}, ""bedroom"": {""blinds"": ""open"", ""fan"": ""off"", ""lights"": ""bright""}, ""kitchen"": {""exhaust"": ""on"", ""lights"": ""on""}}"
"Please in the balcony, set lights to bright, then turn off the lights in the living_room, then Hey, open the blinds in the balcony please. please.","{""balcony"": {""blinds"": ""open"", ""lights"": ""bright""}, ""living_room"": {""lights"": ""off""}}"
I want the ac at 21°C in the dining_room.,"{""dining_room"": {""ac"": ""21\u00b0C""}}"
"Hey, activate the tv in the living_room; Hey, turn off the lights in the bedroom please.; Hey, set the dining_room ac to 24°C.","{""bedroom"": {""lights"": ""off""}, ""dining_room"": {""ac"": ""24\u00b0C""}, ""living_room"": {""tv"": ""on""}}"
fire up the exhaust in the bathroom,"{""bathroom"": {""exhaust"": ""on""}}"
"Could you Could you set the lights in the balcony to bright?, also deactivate the geyser in the bathroom please!","{""balcony"": {""lights"": ""bright""}, ""bathroom"": {""geyser"": ""off""}}"
"Can you Please turn off the lights in the living_room.; Hey, turn on the fan in the bedroom please. please!","{""bedroom"": {""fan"": ""on""}, ""living_room"": {""lights"": ""off""}}"
in the hall turn off the tv,"{""hall"": {""tv"": ""off""}}"
"Hey, turn the lights to warm in the bathroom, then Kindly turn off the lights in the dining_room., then turn on the fan in the living_room","{""bathroom"": {""lights"": ""warm""}, ""dining_room"": {""lights"": ""off""}, ""living_room"": {""fan"": ""on""}}"
I want the fan in the dining_room on.,"{""dining_room"": {""fan"": ""on""}}"
Please turn off the lights in the hall.,"{""hall"": {""lights"": ""off""}}"
turn off the exhaust in the bathroom,"{""bathroom"": {""exhaust"": ""off""}}"
"in the kitchen, switch on the exhaust","{""kitchen"": {""exhaust"": ""on""}}"
Set up work from home mode.,"{""dining_room"": {""ac"": ""23\u00b0C""}, ""kitchen"": {""lights"": ""on""}, ""study_room"": {""computer"": ""on"", ""fan"": ""on"", ""lights"": ""bright""}}"
"Can you in the balcony, switch off the lights, also Set the lights to off in the kitchen. please.","{""balcony"": {""lights"": ""off""}, ""kitchen"": {""lights"": ""off""}}"
"start the tv in the hall, then in the living_room, set music to medium now.","{""hall"": {""tv"": ""on""}, ""living_room"": {""music_system"": ""medium""}}"
power on the lights in the bathroom,"{""bathroom"": {""lights"": ""on""}}"
"Hey, in the living_room turn on the lights & fire up the geyser in the bathroom & open the blinds in the balcony please!","{""balcony"": {""blinds"": ""open""}, ""bathroom"": {""geyser"": ""on""}, ""living_room"": {""lights"": ""on""}}"
"I'm going to cook, prepare the kitchen.","{""kitchen"": {""exhaust"": ""on"", ""fan"": ""on"", ""lights"": ""bright""}}"
adjust the lights to dim in the dining_room; Kindly turn on the fan in the living_room.; shut off the lights in the study_room please.,"{""dining_room"": {""lights"": ""dim""}, ""living_room"": {""fan"": ""on""}, ""study_room"": {""lights"": ""off""}}"
"Hey home, turn on the exhaust in the kitchen.","{""kitchen"": {""exhaust"": ""on""}}"
I want the fan in the study_room off.,"{""study_room"": {""fan"": ""off""}}"
switch the dining_room lights to dim,"{""dining_room"": {""lights"": ""dim""}}"
"Can you Can you activate the fan in the kitchen? & deactivate the lights in the hall & Hey, make the balcony lights warm..","{""balcony"": {""lights"": ""warm""}, ""hall"": {""lights"": ""off""}, ""kitchen"": {""fan"": ""on""}}"
Can you activate the lights in the kitchen? and switch the hall lights to dim please.,"{""hall"": {""lights"": ""dim""}, ""kitchen"": {""lights"": ""on""}}"
"Please Can you activate the tv in the hall?, also turn on the fan in the kitchen thanks.","{""hall"": {""tv"": ""on""}, ""kitchen"": {""fan"": ""on""}}"
set the ac to 20°C in the bedroom,"{""bedroom"": {""ac"": ""20\u00b0C""}}"
I need to Please open the balcony blinds. and Please open the bedroom blinds.,"{""balcony"": {""blinds"": ""open""}, ""bedroom"": {""blinds"": ""open""}}"
I want to Could you open the blinds in the bedroom?; Please turn on the tv in the living_room.,"{""bedroom"": {""blinds"": ""open""}, ""living_room"": {""tv"": ""on""}}"
"Can you I want the lights in the living_room off., then switch on the fan in the living_room, then set the lights to bright in the hall, then Set the geyser to on in the bathroom..","{""bathroom"": {""geyser"": ""on""}, ""hall"": {""lights"": ""bright""}, ""living_room"": {""fan"": ""on"", ""lights"": ""off""}}"
Kindly turn on the computer in the study_room.,"{""study_room"": {""computer"": ""on""}}"
I want warm lights in the bedroom.,"{""bedroom"": {""lights"": ""warm""}}"
"Hey, disable the ac in the bedroom, then adjust the lights to dim in the dining_room.","{""bedroom"": {""ac"": ""off""}, ""dining_room"": {""lights"": ""dim""}}"
"Could you deactivate the lights in the bathroom & Hey, play some medium music in the living_room. & activate the tv in the living_room & in the kitchen turn on the fan please. now.","{""bathroom"": {""lights"": ""off""}, ""kitchen"": {""fan"": ""on""}, ""living_room"": {""music_system"": ""medium"", ""tv"": ""on""}}"
"Hey home, in the hall turn on the tv, then I want warm lights in the balcony. please.","{""balcony"": {""lights"": ""warm""}, ""hall"": {""tv"": ""on""}}"
"Could you activate the fan in the dining_room, then in the hall, set lights to dim please.","{""dining_room"": {""fan"": ""on""}, ""hall"": {""lights"": ""dim""}}"
in the bathroom turn on the geyser,"{""bathroom"": {""geyser"": ""on""}}"
"Hey, make the kitchen lights bright.","{""kitchen"": {""lights"": ""bright""}}"
"Please turn on the computer in the study_room., then I want bright lights in the dining_room., then Set the exhaust to on in the kitchen., then deactivate the fan in the bedroom now.","{""bedroom"": {""fan"": ""off""}, ""dining_room"": {""lights"": ""bright""}, ""kitchen"": {""exhaust"": ""on""}, ""study_room"": {""computer"": ""on""}}"
Please set the ac to 19°C in the bedroom.,"{""bedroom"": {""ac"": ""19\u00b0C""}}"
turn the lights to warm in the study_room,"{""study_room"": {""lights"": ""warm""}}"
"I want to turn off the ac in the dining_room and Hey, turn on the geyser in the bathroom please. and set the lights to bright in the hall.","{""bathroom"": {""geyser"": ""on""}, ""dining_room"": {""ac"": ""off""}, ""hall"": {""lights"": ""bright""}}"
Could you Can you activate the fan in the bedroom? and turn on the exhaust in the bathroom please!,"{""bathroom"": {""exhaust"": ""on""}, ""bedroom"": {""fan"": ""on""}}"
"I need to in the balcony, close the blinds & turn on the tv in the hall & power on the fan in the bedroom please!","{""balcony"": {""blinds"": ""close""}, ""bedroom"": {""fan"": ""on""}, ""hall"": {""tv"": ""on""}}"
"I need to in the bathroom, switch off the exhaust; in the bathroom, set lights to warm now.","{""bathroom"": {""exhaust"": ""off"", ""lights"": ""warm""}}"
deactivate the fan in the dining_room,"{""dining_room"": {""fan"": ""off""}}"
Kindly turn off the fan in the living_room.,"{""living_room"": {""fan"": ""off""}}"
"Please Please set the music_system to soft in the living_room., then in the kitchen turn off the exhaust, then power on the fan in the bedroom","{""bedroom"": {""fan"": ""on""}, ""kitchen"": {""exhaust"": ""off""}, ""living_room"": {""music_system"": ""soft""}}"
Set up movie mode in the living room.,"{""hall"": {""lights"": ""off""}, ""living_room"": {""fan"": ""on"", ""lights"": ""dim"", ""tv"": ""on""}}"
"Could you fire up the tv in the living_room and Hey, turn on the tv in the hall please. and Could you open the blinds in the bedroom? and power off the exhaust in the bathroom, thanks.","{""bathroom"": {""exhaust"": ""off""}, ""bedroom"": {""blinds"": ""open""}, ""hall"": {""tv"": ""on""}, ""living_room"": {""tv"": ""on""}}"
"I want to Hey, set the bedroom ac to 22°C.; Hey, close the blinds in the balcony please. please.","{""balcony"": {""blinds"": ""close""}, ""bedroom"": {""ac"": ""22\u00b0C""}}"
"Hey, close the blinds in the balcony please.","{""balcony"": {""blinds"": ""close""}}"
turn the lights to dim in the kitchen,"{""kitchen"": {""lights"": ""dim""}}"
Can you disable the lights in the living_room; Please set the ac to 22°C in the bedroom. thanks.,"{""bedroom"": {""ac"": ""22\u00b0C""}, ""living_room"": {""lights"": ""off""}}"
"Could you Hey, open the blinds in the bedroom please., also turn off the tv in the living_room.","{""bedroom"": {""blinds"": ""open""}, ""living_room"": {""tv"": ""off""}}"
turn off the lights in the bedroom,"{""bedroom"": {""lights"": ""off""}}"
Please turn on the geyser in the bathroom.,"{""bathroom"": {""geyser"": ""on""}}"
"I need to Could you turn off the music_system in the living_room?, then Hey, turn on the tv in the hall please. thanks.","{""hall"": {""tv"": ""on""}, ""living_room"": {""music_system"": ""off""}}"
I want the fan in the dining_room off.,"{""dining_room"": {""fan"": ""off""}}"
"I need to Set the fan to on in the living_room., also Please turn off the tv in the hall. please!","{""hall"": {""tv"": ""off""}, ""living_room"": {""fan"": ""on""}}"
fire up the exhaust in the kitchen,"{""kitchen"": {""exhaust"": ""on""}}"
"Please Hey, make the kitchen lights bright., then Could you set the lights in the study_room to warm?, then switch off the lights in the dining_room","{""dining_room"": {""lights"": ""off""}, ""kitchen"": {""lights"": ""bright""}, ""study_room"": {""lights"": ""warm""}}"
"in the bedroom, open the blinds; Hey, turn off the exhaust in the bathroom please.","{""bathroom"": {""exhaust"": ""off""}, ""bedroom"": {""blinds"": ""open""}}"
"Hey, set the bedroom ac to 20°C.","{""bedroom"": {""ac"": ""20\u00b0C""}}"
"Dinner time, prepare the house.","{""dining_room"": {""ac"": ""23\u00b0C"", ""fan"": ""on"", ""lights"": ""warm""}, ""kitchen"": {""exhaust"": ""on"", ""lights"": ""on""}, ""living_room"": {""music_system"": ""soft""}}"
in the balcony turn off the lights,"{""balcony"": {""lights"": ""off""}}"
I want to I want party music in the living_room. and open the blinds in the bedroom,"{""bedroom"": {""blinds"": ""open""}, ""living_room"": {""music_system"": ""party""}}"
Cinema mode on.,"{""hall"": {""lights"": ""off""}, ""living_room"": {""fan"": ""on"", ""lights"": ""dim"", ""tv"": ""on""}}"
Please turn on the tv in the living_room.,"{""living_room"": {""tv"": ""on""}}"
power on the tv in the hall,"{""hall"": {""tv"": ""on""}}"
"Kindly turn on the tv in the hall, also Hey, make the balcony lights dim., also switch on the fan in the dining_room","{""balcony"": {""lights"": ""dim""}, ""dining_room"": {""fan"": ""on""}, ""hall"": {""tv"": ""on""}}"
Kindly turn on the fan in the bedroom.,"{""bedroom"": {""fan"": ""on""}}"
"Hey, adjust the lights to dim in the dining_room and Could you turn on the exhaust in the kitchen? please!","{""dining_room"": {""lights"": ""dim""}, ""kitchen"": {""exhaust"": ""on""}}"
"Please set balcony lights to bright., then Please turn off the fan in the living_room., then activate the tv in the living_room now.","{""balcony"": {""lights"": ""bright""}, ""living_room"": {""fan"": ""off"", ""tv"": ""on""}}"
"Kindly Please set hall lights to bright. and Hey, turn on the geyser in the bathroom please. and in the dining_room turn off the fan please.","{""bathroom"": {""geyser"": ""on""}, ""dining_room"": {""fan"": ""off""}, ""hall"": {""lights"": ""bright""}}"
"Hey, I want soft music in the living_room., then in the dining_room, switch off the ac, then I want the fan in the study_room off. please.","{""dining_room"": {""ac"": ""off""}, ""living_room"": {""music_system"": ""soft""}, ""study_room"": {""fan"": ""off""}}"
"Hey, Hey home, turn off the fan in the living_room. and I want the tv in the hall on. and Could you open the blinds in the balcony? please.","{""balcony"": {""blinds"": ""open""}, ""hall"": {""tv"": ""on""}, ""living_room"": {""fan"": ""off""}}"
"Could you Hey, make the hall lights bright., then set the music_system to medium in the living_room","{""hall"": {""lights"": ""bright""}, ""living_room"": {""music_system"": ""medium""}}"
"Can you Kindly turn on the exhaust in the bathroom. and in the living_room, set lights to warm","{""bathroom"": {""exhaust"": ""on""}, ""living_room"": {""lights"": ""warm""}}"
set the music_system to loud in the living_room,"{""living_room"": {""music_system"": ""loud""}}"
"Hey, make the hall lights dim.","{""hall"": {""lights"": ""dim""}}"
"Hey home, turn on the exhaust in the kitchen.","{""kitchen"": {""exhaust"": ""on""}}"
"adjust the ac to 23°C in the dining_room and Hey home, turn off the lights in the hall. and Please turn off the lights in the bedroom..","{""bedroom"": {""lights"": ""off""}, ""dining_room"": {""ac"": ""23\u00b0C""}, ""hall"": {""lights"": ""off""}}"
"Please set the ac to 24°C in the bedroom. and Hey home, turn off the fan in the bedroom. and Hey, make the bedroom lights bright. and Hey, play some loud music in the living_room. please. now.","{""bedroom"": {""ac"": ""24\u00b0C"", ""fan"": ""off"", ""lights"": ""bright""}, ""living_room"": {""music_system"": ""loud""}}"
Could you open the blinds in the balcony?,"{""balcony"": {""blinds"": ""open""}}"
"in the living_room turn off the fan, also Please set dining_room lights to bright., also Hey, turn off the fan in the bedroom please., also Please set bathroom lights to warm.","{""bathroom"": {""lights"": ""warm""}, ""bedroom"": {""fan"": ""off""}, ""dining_room"": {""lights"": ""bright""}, ""living_room"": {""fan"": ""off""}}"
Kindly turn off the fan in the dining_room.,"{""dining_room"": {""fan"": ""off""}}"
"Can you turn the lights to bright in the kitchen, then disable the ac in the bedroom, then Please turn off the ac in the dining_room., then Hey, turn on the fan in the living_room please.","{""bedroom"": {""ac"": ""off""}, ""dining_room"": {""ac"": ""off""}, ""kitchen"": {""lights"": ""bright""}, ""living_room"": {""fan"": ""on""}}"
"I want to Hey, play some loud music in the living_room., also in the bathroom, set lights to dim now.","{""bathroom"": {""lights"": ""dim""}, ""living_room"": {""music_system"": ""loud""}}"
Set up the kitchen for cooking.,"{""kitchen"": {""exhaust"": ""on"", ""fan"": ""on"", ""lights"": ""bright""}}"
fire up the exhaust in the kitchen,"{""kitchen"": {""exhaust"": ""on""}}"
Can you Could you close the blinds in the bedroom? and Could you turn off the lights in the living_room? please. now.,"{""bedroom"": {""blinds"": ""close""}, ""living_room"": {""lights"": ""off""}}"
Please turn off the lights in the hall.,"{""hall"": {""lights"": ""off""}}"
"in the kitchen, set lights to dim","{""kitchen"": {""lights"": ""dim""}}"
